Date,NSEI NIFTY 50 Index (India),BSE SENSEX Index (India),NSEBANK BankNifty (India),HSI Hang Seng (Hong Kong),TWII TSEC weighted Index (Taiwan),AXJO AS51 Index (Australia),SET.BK Index (Thailand),JKSE IDX Composite (Indonesia),000001.SS Shanghai Composite Index (China),000300.SS CSI 300 Index (China),N225 Nikkei 225 Index (Japan),TPX TOPIX Index (Japan),STI Straits Times Index (STI) (Singapore),IXIC CCMP Index_NASDAQ COMPOSITE INDEX (USA),NYA Index_NYSE COMPOSITE INDEX (USA),GSPC S&P 500 Index (USA),GSPTSE SPTSX Index (Canada),MXX MEXBOL Index (Mexico),MERV MERVAL Index (Argentina),BVSP IBOV Index (Brazil),IPSA Index_Chile stock market select index (Chile),GDAXI DAX index_Complete (Germany),FCHI CAC40 Index (France),IBEX35 Index (Spain),SSMI SwisMarketIndexSMI Index (Switzerland),AEX Index (Netherlands),BFX BEL20 Index (Belgium),ATX Index (Austria),PX Prague Stock Exchange Index (Czech Republic),BUX Index Budapest Stock Exch Index (Hungary),TA-25 Index (Israel),KOSPI Index (South Korea),BIST 100 Index (Turkey),ISEQ Index (Ireland)
2011-03-14,5531.5,18439.48,10893.25,23345.88,8520.02,,1022.89,3569.84,2937.63,,9620.49,12.02,3030.86,2700.97,8193.96,1296.39,13619.2,36205.76,3358.0,67169.0,4325.12,6866.63,3878.04,10415.9,6274.47,356.32,2646.32,2753.0,,,1254.49,1971.23,64530.1,2820.72
2011-03-15,5449.65,18167.64,10725.8,22678.25,8234.78,4528.7,1003.1,3524.48,2896.26,,8605.15,12.37,2946.08,2667.33,8092.11,1281.87,13547.0,36012.17,3263.3,67005.0,4363.88,6647.66,3780.85,10329.7,6101.01,348.09,2565.48,2713.32,,22239.37,1243.29,1923.92,64213.9,2746.71
2011-03-16,5511.15,18358.69,10957.6,22700.88,8324.58,4558.2,1008.13,3531.48,2930.8,,9093.72,12.1,2971.0,2616.82,7929.87,1256.88,13524.8,35655.31,3197.5,66003.0,4334.64,6513.84,3696.56,10092.6,6021.55,343.2,2522.96,2703.71,,21900.39,1250.56,1957.97,63280.4,2713.0
2011-03-17,5446.65,18149.87,10851.95,22284.43,8282.69,4555.3,1002.35,3484.21,2897.3,,8962.67,12.03,2942.88,2636.05,8064.86,1273.72,13746.2,35621.68,3260.8,66216.0,4329.2,6656.88,3786.21,10325.6,6073.42,349.26,2557.71,2758.45,,22280.31,1267.54,1959.03,63482.2,2792.61
2011-03-18,5373.7,17878.81,10715.9,22300.23,8394.75,4626.4,,3494.07,2906.89,,9206.75,12.19,2935.78,2643.67,8116.4,1279.21,13789.6,35418.5,3277.9,66880.0,4313.64,6664.4,3810.22,10328.4,6098.05,350.41,2567.18,2789.14,,22161.16,1267.54,1981.13,63839.3,2787.08
2011-03-21,5364.75,17839.05,10723.6,22685.22,8467.71,4642.8,1019.93,3518.85,2909.14,,,12.4,2983.51,2692.09,8256.36,1298.38,14013.7,,3333.0,66690.0,4436.32,6816.12,3904.45,10574.4,6223.91,356.7,2627.42,2826.91,,22554.46,1290.78,2003.42,64215.7,2823.94
2011-03-22,5413.85,17988.3,10771.3,22857.9,8508.04,4643.4,1019.14,3517.72,2919.14,,9608.32,12.34,3002.75,2683.87,8228.41,1293.77,14000.0,35925.35,3321.5,67578.0,4510.31,6780.97,3892.71,10576.1,6227.03,356.38,2610.2,2823.9,,22532.92,1296.64,2013.66,64874.6,2807.86
2011-03-23,5480.25,18206.16,10958.1,22825.4,8545.08,4652.4,1027.54,3556.23,2948.48,,9449.47,12.4,3022.19,2698.3,8248.83,1297.54,14087.2,36546.62,3348.8,67796.0,4555.37,6804.45,3913.73,10638.0,6256.06,359.74,2630.6,2842.08,,22422.25,1284.04,2012.18,63719.6,2813.28
2011-03-24,5522.4,18350.74,11070.35,22915.28,8576.4,4699.6,1034.39,3611.64,2946.71,,9435.01,12.51,3043.03,2736.42,8311.61,1309.66,14029.4,36872.38,,67533.0,4596.71,6933.58,3968.84,10755.6,6319.23,363.39,2655.77,2889.31,,22840.88,1280.44,2036.78,64355.9,2867.17
2011-03-25,5654.25,18815.64,11387.3,23158.67,8610.39,4742.6,1037.73,3607.11,2977.81,,9536.13,12.54,3070.84,2743.06,8321.78,1313.8,14039.4,36784.27,,67766.0,4588.55,6946.36,3972.38,10710.4,6352.28,364.65,2656.77,2887.22,,23030.38,1280.44,2054.04,64247.0,2881.67
2011-03-28,5687.25,18943.14,11523.4,23068.19,8553.06,4733.6,1032.94,3602.86,2984.0,,9478.53,12.42,3057.38,2730.68,8296.52,1310.19,13892.7,36767.86,3313.2,67193.0,4593.4,6938.63,3976.95,10751.0,6359.02,364.57,2658.67,2895.7,,22850.17,1311.51,2056.39,64261.3,2906.43
2011-03-29,5736.35,19120.8,11582.5,23060.36,8596.57,4755.8,1036.36,3591.51,2958.08,,9459.08,12.52,3056.95,2756.89,8345.38,1319.44,13930.4,36795.89,3324.2,67419.0,4557.9,6934.44,3987.8,10735.0,6355.06,365.91,2669.31,2902.43,,22750.58,1315.28,2072.13,63763.8,2876.66
2011-03-30,5787.65,19290.18,11765.2,23451.43,8646.31,4822.2,1050.67,3640.98,2955.77,,9708.79,12.69,3095.32,2776.79,8416.69,1328.26,14083.6,37210.27,3376.4,67997.0,4594.19,7057.15,4024.44,10732.3,6398.42,367.87,2684.35,2919.66,,23035.71,1320.44,2091.38,64565.6,2886.64
2011-03-31,5833.75,19445.22,11705.45,23527.52,8683.3,4837.9,1047.48,3678.67,2928.11,,9755.1,12.66,3105.85,2781.07,8404.98,1325.83,14116.1,37440.51,3388.0,68587.0,4624.47,7041.31,3989.18,10576.5,6357.55,365.62,2662.17,2882.18,,23059.77,1321.18,2106.7,64434.5,2874.71
2011-04-01,5826.05,19420.39,11590.95,23801.9,8705.13,4861.8,1064.35,3707.49,2967.41,,9708.39,12.92,3120.47,2789.6,8469.34,1332.41,14130.2,37775.07,3472.0,69268.0,4712.85,7179.81,4054.76,10729.9,6439.91,369.45,2689.84,2912.78,,23632.05,1321.18,2121.01,65714.4,2942.04
2011-04-04,5908.45,19701.73,11804.3,24150.58,,4886.8,1078.66,3700.05,,,9718.89,13.04,3140.62,2789.19,8482.41,1332.87,14218.4,37903.58,3513.3,69704.0,4738.81,7175.33,4042.92,10756.1,6414.6,369.01,2707.42,2898.81,,23553.14,1332.33,2115.87,67582.0,2952.28
2011-04-05,5910.05,19686.82,11798.9,,,4900.1,1076.13,3685.94,,,9615.55,13.06,3146.75,2791.19,8488.39,1332.63,14270.5,37832.96,3511.1,69838.0,4765.23,7175.31,4041.74,10678.6,6430.3,368.96,2698.21,2893.12,,23593.31,1326.88,2130.43,67689.5,2948.25
2011-04-06,5891.75,19612.2,11730.05,24285.05,8851.98,4912.9,,3727.8,3001.36,,9584.37,12.84,3170.33,2799.82,8508.23,1335.54,14202.7,37861.81,3504.0,69037.0,4781.66,7215.11,4048.16,10845.1,6443.06,369.64,2711.69,2918.7,,24336.56,1335.1,2126.71,68649.2,2981.42
2011-04-07,5885.7,19591.18,11754.4,24281.8,8901.72,4908.1,1089.21,3730.58,3007.91,,9590.93,12.75,3171.65,2796.14,8489.33,1333.51,14107.8,37471.54,3456.5,69176.0,4741.31,7178.78,4028.3,10849.1,6465.57,367.39,2712.26,2882.14,,24451.38,1317.69,2122.14,69490.5,2964.85
2011-04-08,5842.0,19451.45,11673.25,24396.07,8894.54,4940.6,1082.69,3741.81,3030.02,,9768.08,14.29,3187.31,2780.42,8483.94,1328.17,14208.4,37471.72,3480.4,68718.0,4712.97,7217.02,4061.91,10913.2,6457.93,366.94,2722.23,2903.21,,24432.5,1317.69,2127.97,68093.3,2965.12
2011-04-11,5785.7,19262.54,11597.8,24303.07,8880.27,4971.2,1076.33,3745.84,3022.75,,9719.7,14.06,3160.44,2771.51,8445.77,1324.46,13996.9,37590.67,3448.1,68164.0,4694.0,7204.86,4038.7,10878.3,6440.11,366.47,2721.23,2896.06,,24375.53,1332.3,2122.39,68194.7,2930.73
2011-04-13,5911.5,19696.86,11839.5,24135.03,8780.2,4911.0,,3734.41,3050.4,,9641.18,14.62,3172.08,2761.52,8367.31,1314.41,13833.6,37347.69,3407.2,66486.0,4645.17,7177.97,4006.23,10786.0,6364.3,362.76,2719.18,2875.29,,23885.5,1330.73,2121.92,68203.4,2939.0
2011-04-15,5824.55,19386.82,11735.65,24008.07,8718.12,4852.1,,3730.51,3050.53,,9591.52,14.45,3153.3,2764.65,8400.31,1319.68,13799.1,36988.38,3381.3,66684.0,4669.87,7178.29,3974.48,10558.6,6400.26,359.0,2711.46,2853.75,,24193.64,1326.19,2140.5,68450.5,2950.17
2011-04-18,5729.1,19091.17,11539.75,23830.31,8714.48,4861.9,1090.67,3727.07,3057.33,,9556.65,14.53,3144.38,2735.38,8277.11,1305.14,13702.3,36332.1,3301.0,65415.0,4643.95,7026.85,3881.24,10344.9,6244.95,352.68,2675.3,2783.42,,23285.05,1326.19,2137.72,66607.6,2898.95
2011-04-19,5740.75,19121.83,11586.75,23520.62,8638.55,4793.3,1095.88,3732.65,2999.04,,9441.03,14.66,3125.37,2744.97,8332.03,1312.62,13736.8,36440.22,3332.3,66158.0,4675.6,7039.31,3908.58,10376.5,6326.65,353.17,2692.45,2793.38,,23600.7,1326.19,2122.68,67742.1,2923.06
2011-04-20,5851.65,19470.98,11794.55,23896.1,8813.28,4859.0,1107.36,3794.76,3007.04,,9606.82,15.0,3165.8,2802.51,8457.65,1330.36,13897.5,36816.31,3413.9,67058.0,4718.51,7249.19,4004.62,10535.4,6444.81,359.87,2725.31,2850.38,,23989.53,1339.18,2169.91,68054.0,2937.29
2011-04-21,5884.7,19602.23,11894.75,24138.31,8957.65,4913.8,1109.92,3801.08,3026.67,,9685.77,15.43,3194.73,2820.16,8504.36,1337.38,13972.0,,,,4738.66,7295.49,4021.88,10584.1,6457.16,359.01,2727.67,2868.87,,24089.61,1341.89,2198.54,68565.6,2956.42
2011-04-25,5874.5,19584.31,11879.0,,8950.75,,1105.43,3788.54,2964.95,,9671.96,15.27,3187.72,2825.88,8485.25,1335.25,13907.3,36860.68,3401.2,66972.0,4752.2,,,,,,,,,23964.46,1341.89,2216.0,68870.7,
2011-04-26,5868.4,19545.35,11867.7,24007.38,8948.14,,1096.95,3774.87,2938.98,,9558.69,15.43,3171.83,2847.54,8554.99,1347.24,13909.1,36892.24,3374.2,67144.0,4767.25,7356.51,4045.29,10650.6,6476.59,359.55,2748.22,2857.46,,24165.83,1333.14,2206.3,68524.4,2976.24
2011-04-27,5833.9,19448.69,11779.85,23892.84,9049.25,4872.9,1101.35,3804.93,2925.41,,9691.84,15.48,3182.68,2869.88,8609.28,1355.66,13892.6,36826.93,3377.3,66264.0,4754.91,7404.95,4067.72,10740.9,6472.42,359.71,2750.77,2876.43,,24111.03,1332.89,2206.7,67792.7,2970.08
2011-04-28,5785.45,19292.02,11684.8,23805.63,9040.77,4873.0,1092.31,3808.93,2887.04,,9849.74,15.66,3184.99,2872.53,8639.73,1360.48,13894.4,36722.64,3376.0,65673.0,4757.99,7475.22,4104.9,10867.8,6516.21,359.49,2766.56,2860.6,,24277.27,1314.56,2208.35,68440.2,2989.72
2011-04-29,5749.5,19135.96,11483.75,23720.81,9007.87,4823.2,1093.56,3819.62,2911.51,,,15.69,3172.73,2873.54,8671.41,1363.61,13944.8,36962.62,3406.0,66133.0,4822.5,7514.46,4106.92,10878.9,6539.7,359.94,2768.34,2846.05,,24161.56,1314.56,2192.36,69250.1,3005.17
2011-05-02,5701.3,18998.02,11243.8,,,4825.3,,3849.3,,,10004.2,15.4,,2864.08,8649.61,1361.22,13934.5,36592.61,3395.6,65463.0,4826.07,7527.64,4108.77,10877.3,6544.67,361.56,2768.25,2866.4,,24272.08,1291.89,2228.96,69522.4,
2011-05-03,5565.25,18534.69,10898.3,23633.25,8946.08,4784.6,1070.43,3813.87,2932.19,,,15.12,3153.57,2841.62,8584.68,1356.62,13692.4,35873.21,3375.3,64318.0,4810.0,7500.7,4096.84,10825.6,6510.61,360.42,2749.77,2872.45,,23794.72,1281.91,2200.73,70072.0,2976.29
2011-05-04,5537.15,18469.36,10913.35,23315.24,8947.35,4740.1,1073.97,3814.93,2866.02,,,14.8,3110.62,2828.23,8506.61,1347.32,13611.3,35531.22,3352.2,63616.0,4758.66,7373.93,4043.13,10712.6,6470.35,355.91,2701.27,2835.11,,23653.09,1292.98,2180.64,69437.6,2943.17
2011-05-05,5459.85,18210.58,10730.1,23261.61,9018.61,4753.7,,3816.27,2872.4,,,15.23,3109.85,2814.72,8397.4,1335.1,13455.4,35325.09,3305.7,63407.0,4788.84,7376.96,4004.87,10627.3,6450.03,354.82,2693.74,2802.91,,23670.8,1277.24,,69374.9,2926.53
2011-05-06,5551.45,18518.81,11145.1,23159.14,8977.23,4743.0,1050.85,3798.55,2863.89,,9859.2,15.44,3099.52,2827.56,8425.9,1340.2,13566.6,35212.23,3315.8,64417.0,4813.64,7492.25,4058.01,10610.5,6526.51,359.12,2702.27,2821.8,,23712.37,1277.24,2147.45,68240.9,2992.59
2011-05-09,5551.1,18528.96,11076.5,23336.0,9035.48,4756.8,1072.47,3785.45,2872.46,,9794.38,15.64,3136.94,2843.25,8478.19,1346.29,13677.1,35467.01,3359.1,64622.0,4821.66,7410.52,4007.26,10396.3,6476.89,355.93,2694.68,2826.79,,23614.21,1277.24,2139.17,67956.5,2972.92
2011-05-10,5541.25,18512.77,11009.4,,9023.28,4725.8,1085.56,3800.52,2890.63,,9818.76,15.98,3156.26,2871.89,8550.49,1357.16,13642.1,35678.92,3422.1,64877.0,4857.58,7501.52,4052.51,10474.4,6526.16,361.05,2732.67,2864.0,,23783.3,1277.24,,67260.0,3005.43
2011-05-11,5565.05,18584.96,11059.05,23291.8,9020.4,4780.2,1100.48,3838.14,2883.42,,9864.26,15.73,3177.18,2845.06,8428.09,1342.08,13419.7,35380.53,3384.6,63776.0,4848.89,7495.05,4058.08,10531.5,6562.82,360.55,2719.31,2872.62,,23627.56,1300.84,2166.63,65643.3,3025.81
2011-05-12,5486.15,18335.79,10887.45,23073.76,9033.68,4696.1,1086.27,3808.71,2844.08,,9716.65,16.01,3130.45,2863.04,8456.18,1348.65,13389.4,35161.26,3389.7,64003.0,4863.81,7443.95,4023.29,10487.6,6562.59,357.52,2722.04,2831.57,,23366.92,1290.8,2122.65,66535.1,3002.31
2011-05-13,5544.75,18531.28,11020.95,23276.27,9006.61,4711.4,1084.96,3832.02,2871.03,,9648.77,16.02,3163.68,2828.47,8371.67,1337.77,13377.2,35045.14,3378.2,63235.0,4851.01,7403.31,4018.85,10356.5,6563.26,354.86,2727.71,2797.43,,23337.5,1290.8,2120.08,64585.2,3005.04
2011-05-16,5499.0,18345.03,10912.35,22960.63,8911.71,4650.0,,3799.23,2849.07,,9558.3,15.63,3136.48,2782.31,8336.59,1329.47,13391.4,35130.6,3372.2,62830.0,4855.0,7387.54,3989.82,10363.9,6564.15,352.3,2727.77,2792.62,,23147.84,1288.27,2104.18,65417.9,2985.36
2011-05-17,5438.95,18137.35,10668.85,22901.08,8884.09,4683.9,,,2852.77,,9567.02,15.78,,2783.21,8333.07,1328.98,13441.1,34819.57,3365.3,63673.0,4852.96,7256.65,3941.58,10306.4,6496.56,347.72,2696.76,2755.31,,22979.54,1288.51,2102.41,65385.4,2974.87
2011-05-18,5420.6,18086.2,10599.05,23011.14,8944.84,4693.7,1075.91,3840.21,2872.77,,9662.08,16.18,3141.21,2815.0,8407.48,1340.68,13607.3,35364.33,3388.8,62841.0,4865.86,7303.53,3978.0,10343.7,6535.24,349.1,2700.82,2772.95,,23058.16,1290.42,2135.78,63733.2,2955.12
2011-05-19,5428.1,18141.4,10558.35,23163.38,8892.88,4756.4,1077.5,3859.81,2859.57,,9620.82,16.34,3168.81,2823.31,8427.95,1343.6,13625.1,35276.47,3385.8,62367.0,4816.49,7358.23,4027.74,10376.8,6557.95,350.84,2717.02,2786.84,,22835.24,1293.24,2095.51,,2980.54
2011-05-20,5486.35,18326.09,10664.1,23199.39,8837.03,4732.2,1072.94,3872.95,2858.46,,9607.08,16.01,3168.54,2803.32,8357.53,1333.27,13652.3,35298.67,3383.8,62597.0,4818.96,7266.82,3990.85,10226.6,6530.61,348.24,2718.01,2767.77,,22624.5,1293.24,2111.5,63298.6,2967.74
2011-05-23,5386.55,17993.33,10368.25,22711.02,8747.51,4643.0,1053.97,3778.45,2774.57,,9460.63,15.67,3110.48,2758.9,8236.55,1317.37,,35215.02,3323.1,62345.0,4798.29,7121.52,3906.98,10082.7,6437.82,342.46,2666.75,2705.51,,22463.57,1262.84,2055.71,63209.9,2909.26
2011-05-24,5394.85,18011.97,10425.55,22730.78,8756.61,4628.8,1064.24,3785.94,2767.06,,9477.17,15.81,3113.09,2746.16,8252.46,1316.28,13595.1,35382.56,3282.4,63337.0,4790.38,7150.66,3916.88,10115.9,6454.29,343.2,2675.52,2724.9,,23061.29,1250.76,2061.76,64561.4,2925.03
2011-05-25,5348.95,17847.24,10355.8,22747.28,8727.09,4584.7,1055.54,3780.16,2741.74,,9422.88,16.04,3118.65,2761.38,8295.37,1320.47,13751.5,35498.42,,63388.0,4800.82,7170.94,3928.99,10217.4,6464.55,344.91,2670.57,2720.89,,22779.23,1224.17,2035.87,63609.3,2934.0
2011-05-26,5412.35,18044.64,10468.3,22900.79,8788.4,4660.2,1065.45,3814.82,2736.53,,9562.05,16.12,3123.7,2782.92,8341.66,1325.69,13775.9,35742.21,3268.6,64099.0,4839.87,7114.09,3917.22,10203.2,6469.16,344.47,2655.43,2719.42,,22867.24,1237.89,2091.91,63755.4,2926.45
2011-05-27,5476.1,18266.1,10722.65,23118.07,8810.0,4684.0,1067.0,3832.38,2709.95,,9521.94,16.19,3135.52,2796.86,8386.34,1331.1,13797.6,35819.2,3265.8,64295.0,4841.65,7163.47,3950.98,10261.2,6489.32,346.06,2655.64,2746.9,,23058.85,1237.89,2100.24,62407.4,2967.55
2011-05-30,5473.1,18232.06,10781.45,23184.32,8823.68,4667.5,1076.5,3826.14,2706.36,,9504.97,,,,,,13829.7,35639.38,3244.8,63954.0,4845.32,7160.3,3942.53,10257.6,6470.8,346.2,2650.24,2751.41,,,,2093.79,61491.7,2956.28
2011-06-01,5592.0,18608.81,11033.4,23626.43,9062.35,4707.3,1065.63,3837.76,2743.57,,9719.61,15.76,3172.87,2769.19,8281.59,1314.55,13527.9,35410.51,3176.4,63411.0,4848.22,7217.43,3964.81,10339.3,6496.47,345.95,2662.96,2776.75,,23298.34,1246.61,2141.34,63224.7,2971.3
2011-06-02,5550.35,18494.18,10839.25,23253.84,8991.36,4600.4,1059.81,,2705.18,,9555.04,15.48,3160.6,2773.31,8277.76,1312.94,13519.5,35416.25,3150.3,64218.0,4870.58,7074.12,3889.87,10261.0,,340.64,2618.83,,,23374.98,1227.95,2114.2,63112.6,2963.66
2011-06-03,5516.75,18376.48,10782.0,22949.56,9046.28,4583.1,1057.86,3844.02,2728.02,,9492.21,14.96,3145.67,2732.78,8222.15,1300.16,13517.9,35123.89,3165.0,64341.0,4877.85,7109.03,3890.68,10285.7,6407.39,340.24,2628.71,2764.37,,23076.01,1227.95,2113.47,62806.9,2940.5
2011-06-06,5532.05,18420.11,10854.65,,,4569.1,1046.16,3834.2,,,9380.35,14.46,3113.73,2702.56,8115.87,1286.17,13318.7,34673.48,3122.1,63068.0,4811.5,7084.57,3863.4,10157.7,6370.06,339.18,2617.14,2746.91,,23036.76,1229.2,,63516.8,
2011-06-07,5556.15,18495.62,10873.45,22868.67,9057.1,4566.3,1034.75,3842.95,2744.3,,9442.95,14.41,3115.95,2701.56,8131.69,1284.94,13282.9,34895.83,3125.0,63218.0,4815.4,7103.25,3871.92,10168.1,6330.65,338.93,2622.32,2734.29,,23162.93,1229.2,2099.71,64463.2,2924.76
2011-06-08,5526.85,18394.29,10791.45,22661.63,9007.53,4536.8,1014.58,3825.82,2750.29,,9449.46,13.8,3102.98,2675.38,8081.35,1279.56,13183.8,34879.07,3123.3,63033.0,4819.39,7060.23,3837.98,10082.5,6256.86,335.65,2598.8,2701.86,,23195.04,1229.2,2083.35,64067.1,2895.1
2011-06-09,5521.05,18384.9,10785.4,22609.83,9000.94,4549.6,1016.85,3806.19,2703.34,,9467.15,15.05,3097.57,2684.87,8149.65,1289.0,13255.7,35233.4,3232.9,63469.0,4762.44,7159.66,3878.65,10121.7,6271.01,338.04,2615.74,2718.61,,23213.21,1219.45,2071.42,63670.1,2933.78
2011-06-10,5485.8,18268.54,10714.25,22420.37,8837.82,4562.1,1020.37,3787.65,2705.14,,9514.44,14.58,3078.35,2643.73,8016.39,1270.98,13084.0,34963.78,3227.8,62697.0,4737.51,7069.9,3805.09,9950.8,6197.25,333.83,2574.08,2707.5,,23002.59,1219.45,2046.67,63700.3,2884.4
2011-06-13,5482.8,18266.03,10717.5,22508.08,8712.95,,1015.53,3748.76,2700.38,,9448.21,14.45,3059.04,2639.69,8017.06,1271.83,12939.7,34997.97,3202.3,62023.0,4663.35,7085.14,3807.61,9946.2,,334.03,2570.69,,,,1210.99,2048.74,63523.2,2906.67
2011-06-14,5500.5,18308.66,10803.95,22496.0,8829.21,4585.0,1034.92,3773.27,2730.04,,9547.79,15.26,3057.39,2678.72,8132.77,1287.87,13097.8,35445.65,3265.6,62205.0,4646.13,7204.79,3864.58,10132.6,6255.68,337.52,2590.15,2748.39,,23146.33,1222.67,2076.83,62185.5,2921.55
2011-06-15,5447.5,18132.24,10626.65,22343.77,8831.45,4566.8,1030.31,3794.25,2705.43,,9574.32,14.91,3054.82,2631.46,7967.81,1265.42,12972.0,35318.39,3244.1,61604.0,4572.09,7115.08,3806.85,9933.1,6198.17,334.04,2562.63,2730.46,,22823.59,1189.53,2086.53,60938.9,2888.22
2011-06-16,5396.75,17985.88,10572.15,21953.11,8654.43,4479.2,1019.55,3740.47,2664.28,,9411.28,14.81,3020.13,2623.7,7963.6,1267.64,12853.1,35220.99,3235.0,60881.0,4530.7,7110.2,3792.31,9918.5,6157.67,332.35,2546.67,2698.34,,22674.66,1205.59,2046.63,61116.7,2864.89
2011-06-17,5366.4,17870.53,10598.25,21695.26,8636.1,4484.9,1018.96,3722.3,2642.82,,9351.4,15.24,3005.28,2616.48,8000.11,1271.5,12790.0,35025.74,3269.3,61060.0,4623.51,7164.05,3823.74,10135.2,6145.16,333.11,2565.7,2706.88,,22701.93,1205.59,2031.93,61716.7,2886.63
2011-06-20,5257.9,17506.63,10484.3,21599.51,8530.68,4451.7,1013.09,3729.12,2621.25,,9354.32,15.87,3013.6,2629.66,8032.22,1278.36,12857.7,35109.97,,61168.0,4630.57,7150.21,3799.66,10038.1,6113.7,331.64,2544.94,2670.05,,22488.08,1205.25,2019.65,61007.7,2872.92
2011-06-21,5275.85,17560.3,10459.15,21850.59,8597.62,4508.2,1027.72,3794.94,2646.48,,9459.66,16.23,3053.51,2687.26,8156.27,1295.52,13063.3,35276.6,3330.0,61424.0,4697.84,7285.51,3877.07,10231.9,6171.01,336.14,2580.87,2731.28,,22482.63,1223.18,2048.17,62033.2,2907.42
2011-06-22,5278.3,17550.63,10475.2,21859.97,8621.04,4532.6,1023.86,3821.83,2649.32,,9629.43,16.17,3042.83,2669.19,8101.84,1287.14,13060.6,35399.44,3333.6,61194.0,4711.09,7278.19,3871.37,10226.2,6113.44,334.17,2558.12,2713.98,,22539.17,1232.16,2063.9,61218.0,2907.6
2011-06-23,5320.0,17727.49,10526.45,21759.14,8567.28,4500.5,1014.13,3823.65,2688.25,,9596.74,16.54,3044.72,2686.75,8054.08,1283.5,12979.6,35326.66,3313.9,,4694.88,7149.44,3787.79,9942.6,5991.09,328.57,2513.47,,,22304.4,1211.08,2055.86,61589.9,2874.22
2011-06-24,5471.25,18240.68,10854.5,22171.95,8532.83,4508.1,1022.94,3848.56,2746.21,,9678.71,16.35,3066.85,2652.89,7974.72,1268.45,12908.9,35347.85,3287.6,61017.0,4696.35,7121.38,3784.8,9812.7,5998.02,328.74,2514.3,2638.41,,22378.79,1211.08,2090.81,62072.6,2882.57
2011-06-27,5526.6,18412.41,11032.5,22041.77,8500.16,4461.8,1010.32,3813.43,2758.23,,9578.31,16.43,3048.28,2688.28,8031.08,1280.1,12966.5,35601.73,3314.7,61217.0,,7107.9,3796.55,9872.2,5990.82,328.51,2505.49,2636.57,,22484.6,1209.23,2070.29,61953.3,2886.82
2011-06-28,5545.3,18492.45,11054.05,22061.78,8478.86,4474.3,1013.5,3830.27,2759.2,,9648.98,16.81,3050.79,2729.31,8135.98,1296.67,13105.0,36188.91,3326.9,62303.0,4762.71,7170.43,3851.89,9936.7,6002.4,329.9,2493.46,2662.33,,22610.62,1224.81,2062.91,62819.1,2912.05
2011-06-29,5600.45,18693.86,11153.35,22061.18,8573.38,4529.5,1033.26,,2728.48,,9797.26,16.99,3079.74,2740.49,8228.5,1307.41,13188.9,36579.59,3353.8,62334.0,4771.43,7294.14,3924.23,10143.6,6101.55,335.28,2547.93,2724.81,,22701.75,1229.18,2094.42,63002.9,2942.05
2011-06-30,5647.4,18845.87,11244.65,22398.1,8652.59,4608.0,1041.48,3888.57,2762.08,,9816.09,16.95,3120.44,2773.52,8319.1,1320.64,13300.9,36558.07,3360.6,62404.0,4795.28,7376.24,3982.21,10359.9,6187.07,339.65,2572.58,2766.73,,22693.74,1223.91,2100.69,63269.4,2953.29
2011-07-01,5627.2,18762.8,11255.0,,8739.82,4591.2,,3927.1,2759.36,,9868.07,16.99,3139.01,2816.03,8425.48,1339.67,,36800.72,3396.0,63394.0,4798.12,7419.44,4007.35,10492.0,6237.81,342.82,2583.36,2811.4,,22830.37,1223.91,2125.74,63264.5,2994.18
2011-07-04,5650.5,18814.48,11379.8,22770.47,8774.72,4610.7,1090.28,3953.52,2812.82,,9965.09,,,,,,13386.5,36847.1,3418.1,63891.0,4772.54,7442.96,4003.11,10468.0,6245.78,343.5,2599.87,2803.4,,,,2145.3,64186.7,3015.54
2011-07-05,5632.1,18744.56,11406.1,22747.95,8784.44,4598.1,1084.59,3924.13,2816.35,,9972.46,17.23,3129.69,2825.77,8404.63,1337.88,13425.3,36640.93,3430.2,63039.0,4808.53,7439.44,3978.83,10330.1,6243.01,343.1,2571.92,2783.06,,22376.82,1248.63,2161.75,63866.3,3003.06
2011-07-06,5625.45,18726.97,11283.05,22517.55,8824.44,4605.0,1072.68,3908.96,2810.48,,10082.48,17.49,3114.71,2834.02,8396.48,1339.22,13403.1,36468.01,3461.8,62565.0,4777.69,7431.19,3961.34,10204.5,6179.35,341.62,2549.11,2758.76,,22115.37,1238.56,2171.19,63240.1,2959.79
2011-07-07,5728.95,19078.3,11426.1,22530.18,8773.42,4605.5,1083.08,3939.47,2794.27,,10071.14,17.39,3125.87,2872.66,8476.13,1353.22,13406.0,36583.29,3487.2,62207.0,4776.59,7471.44,3979.96,10196.2,6211.11,345.16,2572.95,2776.5,,22484.43,1260.16,2180.59,64100.8,2968.17
2011-07-08,5660.65,18858.04,11285.15,22726.43,8749.55,4654.7,1088.46,4003.69,2797.77,,10137.73,17.31,3151.28,2859.81,8410.19,1343.8,13371.7,36499.85,3470.7,61513.0,4769.39,7402.73,3913.55,9938.2,6152.69,342.48,2532.31,2743.58,,22314.15,1260.16,2180.35,63596.2,2943.53
2011-07-11,5616.1,18721.39,11135.5,22347.23,8665.85,4582.3,1077.24,3995.59,2802.69,,10069.53,16.78,3117.37,2802.62,8228.73,1319.49,13179.8,36359.49,3396.2,60224.0,4756.13,7230.25,3807.51,9670.6,6053.0,336.16,2466.25,2672.05,,21815.8,1247.38,2157.16,62909.5,2900.25
